Year,"Country of origin","Country of origin (ISO)","Country of asylum","Country of asylum (ISO)",Authority,"Application type","Stage of procedure","Cases / Persons",applied
2016,Australia,AUS,"United Kingdom of Great Britain and Northern Ireland",GBR,G,N,FI,P,6
2016,Austria,AUT,Uruguay,URY,G,N,FI,P,5
2016,Azerbaijan,AZE,Egypt,EGY,U,A,AR,P,5
2016,Azerbaijan,AZE,Egypt,EGY,U,N,FI,P,7
2016,Azerbaijan,AZE,Australia,AUS,G,N,FI,P,23
2016,Azerbaijan,AZE,Austria,AUT,G,N,FA,P,63
2016,Azerbaijan,AZE,Belgium,BEL,G,N,FI,P,44
2016,Azerbaijan,AZE,Belgium,BEL,G,A,JR,C,14
2016,Azerbaijan,AZE,Belgium,BEL,G,R,RA,P,26
2016,Azerbaijan,AZE,Canada,CAN,G,N,FI,P,212
2016,Azerbaijan,AZE,Czechia,CZE,G,N,FI,P,49
2016,Azerbaijan,AZE,Czechia,CZE,G,R,RA,P,5
2016,Azerbaijan,AZE,Denmark,DNK,G,A,AR,P,12
2016,Azerbaijan,AZE,Denmark,DNK,G,N,FI,P,20
2016,Azerbaijan,AZE,Finland,FIN,G,N,FI,P,11
2016,Azerbaijan,AZE,France,FRA,G,A,AR,P,328
2016,Azerbaijan,AZE,France,FRA,G,N,FI,P,236
2016,Azerbaijan,AZE,France,FRA,G,A,RA,P,96
2016,Azerbaijan,AZE,France,FRA,G,R,RA,P,108
2016,Azerbaijan,AZE,"United Kingdom of Great Britain and Northern Ireland",GBR,G,A,AR,C,7
2016,Azerbaijan,AZE,"United Kingdom of Great Britain and Northern Ireland",GBR,G,N,FI,P,30
2016,Azerbaijan,AZE,Georgia,GEO,G,N,FI,P,19
2016,Azerbaijan,AZE,Germany,DEU,G,N,NA,P,4573
2016,Azerbaijan,AZE,Germany,DEU,G,R,RA,P,177
2016,Azerbaijan,AZE,Iceland,ISL,G,N,FI,P,5
2016,Azerbaijan,AZE,Italy,ITA,G,N,FI,P,7
2016,Azerbaijan,AZE,Lithuania,LTU,G,N,FI,P,7
2016,Azerbaijan,AZE,Luxembourg,LUX,G,N,FI,P,5
2016,Azerbaijan,AZE,Luxembourg,LUX,G,J,JR,P,10
2016,Azerbaijan,AZE,Luxembourg,LUX,G,A,RA,C,10
2016,Azerbaijan,AZE,Luxembourg,LUX,G,N,RA,P,10
2016,Azerbaijan,AZE,Latvia,LVA,G,N,FI,P,5
2016,Azerbaijan,AZE,Netherlands,NLD,G,N,FI,P,67
2016,Azerbaijan,AZE,Netherlands,NLD,G,R,RA,P,13
2016,Azerbaijan,AZE,Norway,NOR,G,A,AR,P,30
2016,Azerbaijan,AZE,Norway,NOR,G,N,FI,P,17
2016,Azerbaijan,AZE,Poland,POL,G,A,AR,P,5
2016,Azerbaijan,AZE,Poland,POL,G,N,FI,P,21
2016,Azerbaijan,AZE,"Russian Federation",RUS,G,N,FI,P,11
2016,Azerbaijan,AZE,"Russian Federation",RUS,G,N,TA,P,15
2016,Azerbaijan,AZE,Spain,ESP,G,N,FI,P,22
2016,Azerbaijan,AZE,Sweden,SWE,G,A,AR,P,263
2016,Azerbaijan,AZE,Sweden,SWE,G,N,FI,P,167
2016,Azerbaijan,AZE,Sweden,SWE,G,R,RA,P,61
2016,Azerbaijan,AZE,Switzerland,CHE,G,N,FI,P,24
2016,Azerbaijan,AZE,Switzerland,CHE,G,R,FI,P,5
2016,Azerbaijan,AZE,Ukraine,UKR,G,N,FI,P,5
2016,Azerbaijan,AZE,Ukraine,UKR,G,J,JR,P,6
2016,Azerbaijan,AZE,"United States of America",USA,G,N,EO,P,19
2016,Azerbaijan,AZE,"United States of America",USA,G,N,IN,C,234
2016,Bahrain,BHR,Australia,AUS,G,N,FI,P,9
2016,Bahrain,BHR,Canada,CAN,G,N,FI,P,18
2016,Bahrain,BHR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,A,AR,C,5
2016,Bahrain,BHR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,N,FI,P,11
2016,Bahrain,BHR,Germany,DEU,G,N,NA,P,18
2016,Bahrain,BHR,Iraq,IRQ,U,N,FI,P,33
2016,Bahrain,BHR,Lebanon,LBN,U,N,FI,P,5
2016,Bahrain,BHR,"New Zealand",NZL,G,N,FI,P,5
2016,Bahrain,BHR,Sweden,SWE,G,N,FI,P,5
2016,Bahrain,BHR,"United States of America",USA,G,N,IN,C,5
2016,Barbados,BRB,Canada,CAN,G,N,FI,P,32
2016,Barbados,BRB,"United Kingdom of Great Britain and Northern Ireland",GBR,G,N,FI,P,10
2016,Barbados,BRB,"United States of America",USA,G,N,IN,C,5
2016,Burundi,BDI,Egypt,EGY,U,N,FI,P,18
2016,Burundi,BDI,Australia,AUS,G,N,FI,P,18
2016,Burundi,BDI,Belgium,BEL,G,N,FI,P,271
2016,Burundi,BDI,Belgium,BEL,G,A,JR,C,26
2016,Burundi,BDI,Belgium,BEL,G,R,RA,P,36
2016,Burundi,BDI,"Burkina Faso",BFA,J,N,FI,P,5
2016,Burundi,BDI,Botswana,BWA,G,N,FI,P,54
2016,Burundi,BDI,Canada,CAN,G,N,FI,P,657
2016,Burundi,BDI,"Central African Rep.",CAF,G,N,FI,P,5
2016,Burundi,BDI,Chad,TCD,G,N,FA,P,5
2016,Burundi,BDI,China,CHN,U,N,FI,P,5
2016,Burundi,BDI,Cameroon,CMR,U,N,FI,P,7
2016,Burundi,BDI,"Dem. Rep. of the Congo",COD,G,N,FI,P,203
2016,Burundi,BDI,Denmark,DNK,G,A,AR,P,5
2016,Burundi,BDI,Denmark,DNK,G,N,FI,P,5
2016,Burundi,BDI,Ethiopia,ETH,J,N,FI,P,13
2016,Burundi,BDI,Finland,FIN,G,N,FI,P,5
2016,Burundi,BDI,France,FRA,G,A,AR,P,5
2016,Burundi,BDI,France,FRA,G,N,FI,P,191
2016,Burundi,BDI,France,FRA,G,R,RA,P,11
2016,Burundi,BDI,"United Kingdom of Great Britain and Northern Ireland",GBR,G,A,AR,C,8
2016,Burundi,BDI,"United Kingdom of Great Britain and Northern Ireland",GBR,G,N,FI,P,17
2016,Burundi,BDI,Germany,DEU,G,N,NA,P,55
2016,Burundi,BDI,Ghana,GHA,G,N,FI,P,13
2016,Burundi,BDI,Greece,GRC,G,N,FI,P,23
2016,Burundi,BDI,"Cote d'Ivoire",CIV,J,N,FA,P,9
2016,Burundi,BDI,India,IND,U,N,FI,P,5
2016,Burundi,BDI,Ireland,IRL,G,A,AR,P,5
2016,Burundi,BDI,Ireland,IRL,G,N,FI,P,7
2016,Burundi,BDI,Italy,ITA,G,N,FI,P,9
2016,Burundi,BDI,Kenya,KEN,J,A,AR,P,12
2016,Burundi,BDI,Kenya,KEN,J,N,FI,P,2364
2016,Burundi,BDI,"Rep. of Korea",KOR,G,N,FA,P,6
2016,Burundi,BDI,Madagascar,MDG,U,N,FI,P,5
2016,Burundi,BDI,Mauritania,MRT,U,N,FI,P,5
2016,Burundi,BDI,Malawi,MWI,G,A,AR,P,29
2016,Burundi,BDI,Malawi,MWI,G,N,FI,P,805
2016,Burundi,BDI,Morocco,MAR,U,N,FI,P,5
2016,Burundi,BDI,Mozambique,MOZ,G,N,FI,P,939
2016,Burundi,BDI,Namibia,NAM,G,N,FI,P,87
2016,Burundi,BDI,Netherlands,NLD,G,N,FI,P,25
2016,Burundi,BDI,Netherlands,NLD,G,R,RA,P,42
2016,Burundi,BDI,Norway,NOR,G,A,AR,P,15
2016,Burundi,BDI,Norway,NOR,G,N,FI,P,7
2016,Burundi,BDI,Romania,ROU,G,N,FI,P,5
2016,Burundi,BDI,"South Africa",ZAF,G,N,FI,P,1179
2016,Burundi,BDI,Rwanda,RWA,G,N,FI,P,24
2016,Burundi,BDI,Senegal,SEN,G,N,FA,P,7
2016,Burundi,BDI,"South Sudan",SSD,U,N,FI,P,115
2016,Burundi,BDI,Sudan,SDN,G,N,FI,P,7
2016,Burundi,BDI,Sudan,SDN,U,N,FI,P,5
2016,Burundi,BDI,Eswatini,SWZ,G,N,FI,P,14
2016,Burundi,BDI,Sweden,SWE,G,A,AR,P,31
2016,Burundi,BDI,Sweden,SWE,G,N,FI,P,60
2016,Burundi,BDI,Sweden,SWE,G,R,RA,P,5
2016,Burundi,BDI,Switzerland,CHE,G,N,FI,P,19
2016,Burundi,BDI,"United Rep. of Tanzania",TZA,G,N,FI,P,73
2016,Burundi,BDI,Türkiye,TUR,U,N,FI,P,18
2016,Burundi,BDI,Uganda,UGA,G,N,FA,P,395
2016,Burundi,BDI,"United States of America",USA,G,N,EO,P,7
2016,Burundi,BDI,"United States of America",USA,G,N,IN,C,138
2016,Burundi,BDI,Zambia,ZMB,G,N,FI,P,843
2016,Burundi,BDI,Zimbabwe,ZWE,G,N,FI,P,65
2016,Belgium,BEL,Australia,AUS,G,N,FI,P,6
2016,Belgium,BEL,Canada,CAN,G,N,FI,P,6
2016,Belgium,BEL,"United States of America",USA,G,N,IN,C,5
2016,Benin,BEN,Algeria,DZA,U,A,AR,P,5
2016,Benin,BEN,Algeria,DZA,U,N,FI,P,5
2016,Benin,BEN,Egypt,EGY,U,N,FI,P,6
2016,Benin,BEN,Austria,AUT,G,N,FA,P,13
2016,Benin,BEN,Belgium,BEL,G,N,FI,P,26
2016,Benin,BEN,Belgium,BEL,G,A,JR,C,17
2016,Benin,BEN,Belgium,BEL,G,R,RA,P,7
2016,Benin,BEN,Brazil,BRA,G,N,FI,P,21
2016,Benin,BEN,Canada,CAN,G,N,FI,P,20
2016,Benin,BEN,France,FRA,G,A,AR,P,5
2016,Benin,BEN,France,FRA,G,N,FI,P,30
2016,Benin,BEN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,N,FI,P,9
2016,Benin,BEN,Germany,DEU,G,N,NA,P,233
2016,Benin,BEN,Germany,DEU,G,R,RA,P,21
2016,Benin,BEN,Italy,ITA,G,N,FI,P,273
2016,Benin,BEN,Morocco,MAR,U,N,FI,P,5
2016,Benin,BEN,Netherlands,NLD,G,N,FI,P,10
2016,Benin,BEN,"South Africa",ZAF,G,N,FI,P,21
2016,Benin,BEN,Spain,ESP,G,N,FI,P,5
2016,Benin,BEN,Switzerland,CHE,G,N,FI,P,17
2016,Benin,BEN,"United States of America",USA,G,N,EO,P,9
2016,Benin,BEN,"United States of America",USA,G,N,IN,C,38
2016,Bangladesh,BGD,Egypt,EGY,U,N,FI,P,6
2016,Bangladesh,BGD,Argentina,ARG,G,N,FI,P,8
2016,Bangladesh,BGD,Australia,AUS,G,A,AR,P,140
2016,Bangladesh,BGD,Australia,AUS,G,N,FI,P,433
2016,Bangladesh,BGD,Austria,AUT,G,N,FA,P,290
2016,Bangladesh,BGD,Belgium,BEL,G,N,FI,P,16
2016,Bangladesh,BGD,Belgium,BEL,G,A,JR,C,44
2016,Bangladesh,BGD,Belgium,BEL,G,R,RA,P,55
2016,Bangladesh,BGD,Brazil,BRA,G,N,FI,P,158
2016,Bangladesh,BGD,Bulgaria,BGR,G,N,FI,P,23
2016,Bangladesh,BGD,Canada,CAN,G,N,FI,P,288
2016,Bangladesh,BGD,"Costa Rica",CRI,G,N,FI,P,22
2016,Bangladesh,BGD,Cyprus,CYP,G,A,AR,P,27
2016,Bangladesh,BGD,Cyprus,CYP,G,N,FI,P,133
2016,Bangladesh,BGD,Cyprus,CYP,G,R,FI,P,5
2016,Bangladesh,BGD,Denmark,DNK,G,A,AR,P,18
2016,Bangladesh,BGD,Denmark,DNK,G,N,FI,P,43
2016,Bangladesh,BGD,Finland,FIN,G,N,FI,P,77
2016,Bangladesh,BGD,France,FRA,G,A,AR,P,2228
2016,Bangladesh,BGD,France,FRA,G,N,FI,P,2433
2016,Bangladesh,BGD,France,FRA,G,A,RA,P,701
2016,Bangladesh,BGD,France,FRA,G,R,RA,P,717
2016,Bangladesh,BGD,"United Kingdom of Great Britain and Northern Ireland",GBR,G,A,AR,C,857
2016,Bangladesh,BGD,"United Kingdom of Great Britain and Northern Ireland",GBR,G,N,FI,P,2234
2016,Bangladesh,BGD,"United Kingdom of Great Britain and Northern Ireland",GBR,G,R,RA,P,26
2016,Bangladesh,BGD,Georgia,GEO,G,N,FI,P,69
2016,Bangladesh,BGD,Germany,DEU,G,N,NA,P,2593
2016,Bangladesh,BGD,Germany,DEU,G,R,RA,P,64
2016,Bangladesh,BGD,Greece,GRC,G,A,AR,P,516
2016,Bangladesh,BGD,Greece,GRC,G,N,FI,P,1053
2016,Bangladesh,BGD,Greece,GRC,G,R,RA,P,162
2016,Bangladesh,BGD,Guatemala,GTM,G,N,FI,P,5
2016,Bangladesh,BGD,Croatia,HRV,G,N,FI,P,15
2016,Bangladesh,BGD,Hungary,HUN,G,N,FI,P,256
2016,Bangladesh,BGD,Hungary,HUN,G,R,RA,P,23
2016,Bangladesh,BGD,Indonesia,IDN,U,N,FI,P,18
2016,Bangladesh,BGD,Ireland,IRL,G,A,AR,P,103
2016,Bangladesh,BGD,Ireland,IRL,G,N,FI,P,55
2016,Bangladesh,BGD,Ireland,IRL,G,R,RA,P,5
2016,Bangladesh,BGD,Ireland,IRL,G,A,SP,P,6
2016,Bangladesh,BGD,Ireland,IRL,G,N,SP,P,16
2016,Bangladesh,BGD,Italy,ITA,G,N,FI,P,6668
2016,Bangladesh,BGD,Japan,JPN,G,A,AR,P,162
2016,Bangladesh,BGD,Japan,JPN,G,N,FI,P,242
2016,Bangladesh,BGD,"Rep. of Korea",KOR,G,N,FA,P,335
2016,Bangladesh,BGD,Lebanon,LBN,U,N,FI,P,14
2016,Bangladesh,BGD,"Sri Lanka",LKA,U,N,FI,P,10
2016,Bangladesh,BGD,Latvia,LVA,G,N,FI,P,5
2016,Bangladesh,BGD,"North Macedonia",MKD,G,N,FA,P,7
2016,Bangladesh,BGD,Malaysia,MYS,U,N,FI,P,15
2016,Bangladesh,BGD,Morocco,MAR,U,N,FI,P,7
2016,Bangladesh,BGD,Malta,MLT,G,A,AR,P,6
2016,Bangladesh,BGD,Nepal,NPL,U,N,FI,P,25
2016,Bangladesh,BGD,Netherlands,NLD,G,N,FI,P,22
2016,Bangladesh,BGD,Netherlands,NLD,G,R,RA,P,5
2016,Bangladesh,BGD,Norway,NOR,G,A,AR,P,50
2016,Bangladesh,BGD,Norway,NOR,G,N,FI,P,10
2016,Bangladesh,BGD,"New Zealand",NZL,G,N,FI,P,14
2016,Bangladesh,BGD,Poland,POL,G,N,FI,P,7
2016,Bangladesh,BGD,Portugal,PRT,G,N,FI,P,7
2016,Bangladesh,BGD,Romania,ROU,G,N,FI,P,10
2016,Bangladesh,BGD,"South Africa",ZAF,G,N,FI,P,2834
2016,Bangladesh,BGD,"Russian Federation",RUS,G,N,TA,P,5
2016,Bangladesh,BGD,Spain,ESP,G,N,FI,P,69
2016,Bangladesh,BGD,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,G,N,FI,P,5
2016,Bangladesh,BGD,Sweden,SWE,G,A,AR,P,148
2016,Bangladesh,BGD,Sweden,SWE,G,N,FI,P,99
2016,Bangladesh,BGD,Sweden,SWE,G,R,RA,P,38
2016,Bangladesh,BGD,Switzerland,CHE,G,N,FI,P,27
2016,Bangladesh,BGD,"Syrian Arab Rep.",SYR,U,N,FI,P,5
2016,Bangladesh,BGD,"Trinidad and Tobago",TTO,U,N,FI,P,12
2016,Bangladesh,BGD,Türkiye,TUR,U,N,FI,P,11
2016,Bangladesh,BGD,Ukraine,UKR,G,N,FI,P,13
2016,Bangladesh,BGD,Ukraine,UKR,G,J,JR,P,5
2016,Bangladesh,BGD,"United States of America",USA,G,N,EO,P,575
2016,Bangladesh,BGD,"United States of America",USA,G,N,IN,C,966
2016,Bahamas,BHS,Australia,AUS,G,N,FI,P,5
2016,Bahamas,BHS,Canada,CAN,G,N,FI,P,102
2016,Bahamas,BHS,"United States of America",USA,G,N,EO,P,8
2016,Bahamas,BHS,"United States of America",USA,G,N,IN,C,22
2016,Bhutan,BTN,Australia,AUS,G,N,FI,P,8
2016,Bhutan,BTN,France,FRA,G,A,AR,P,5
2016,Bhutan,BTN,France,FRA,G,N,FI,P,9
2016,Bhutan,BTN,Germany,DEU,G,N,NA,P,8
2016,Bhutan,BTN,"United States of America",USA,G,N,EO,P,7
2016,Bhutan,BTN,"United States of America",USA,G,N,IN,C,104
2016,"Burkina Faso",BFA,Algeria,DZA,U,N,FI,P,5
2016,"Burkina Faso",BFA,Egypt,EGY,U,N,FI,P,5
2016,"Burkina Faso",BFA,Austria,AUT,G,N,FA,P,5
2016,"Burkina Faso",BFA,Belgium,BEL,G,N,FI,P,44
2016,"Burkina Faso",BFA,Belgium,BEL,G,A,JR,C,21
2016,"Burkina Faso",BFA,Belgium,BEL,G,R,RA,P,10
2016,"Burkina Faso",BFA,Brazil,BRA,G,N,FI,P,5
2016,"Burkina Faso",BFA,Canada,CAN,G,N,FI,P,35
2016,"Burkina Faso",BFA,Cameroon,CMR,U,N,FI,P,5
2016,"Burkina Faso",BFA,France,FRA,G,A,AR,P,57
2016,"Burkina Faso",BFA,France,FRA,G,N,FI,P,116
2016,"Burkina Faso",BFA,France,FRA,G,R,RA,P,5
2016,"Burkina Faso",BFA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,N,FI,P,9
2016,"Burkina Faso",BFA,Georgia,GEO,G,N,FI,P,5
2016,"Burkina Faso",BFA,Germany,DEU,G,N,NA,P,240
2016,"Burkina Faso",BFA,Germany,DEU,G,R,RA,P,17
2016,"Burkina Faso",BFA,Greece,GRC,G,A,AR,P,16
2016,"Burkina Faso",BFA,Greece,GRC,G,N,FI,P,17
2016,"Burkina Faso",BFA,"Cote d'Ivoire",CIV,J,N,FA,P,5
2016,"Burkina Faso",BFA,Italy,ITA,G,N,FI,P,841
2016,"Burkina Faso",BFA,Jordan,JOR,U,N,FI,P,5
2016,"Burkina Faso",BFA,"Rep. of Korea",KOR,G,N,FA,P,5
2016,"Burkina Faso",BFA,Lebanon,LBN,U,N,FI,P,5
2016,"Burkina Faso",BFA,Morocco,MAR,U,A,AR,P,5
2016,"Burkina Faso",BFA,Morocco,MAR,U,N,FI,P,16
2016,"Burkina Faso",BFA,Netherlands,NLD,G,N,FI,P,11
2016,"Burkina Faso",BFA,Netherlands,NLD,G,R,RA,P,6
2016,"Burkina Faso",BFA,Portugal,PRT,G,N,FI,P,5
2016,"Burkina Faso",BFA,Spain,ESP,G,N,FI,P,14
2016,"Burkina Faso",BFA,Switzerland,CHE,G,N,FI,P,36
2016,"Burkina Faso",BFA,"Syrian Arab Rep.",SYR,U,N,FI,P,10
2016,"Burkina Faso",BFA,"Syrian Arab Rep.",SYR,U,A,JR,P,9
2016,"Burkina Faso",BFA,"United States of America",USA,G,N,EO,P,56
2016,"Burkina Faso",BFA,"United States of America",USA,G,N,IN,C,1231
2016,Belarus,BLR,Australia,AUS,G,N,FI,P,5
2016,Belarus,BLR,Austria,AUT,G,N,FA,P,18
2016,Belarus,BLR,Belgium,BEL,G,N,FI,P,17
2016,Belarus,BLR,Belgium,BEL,G,A,JR,C,5
2016,Belarus,BLR,Belgium,BEL,G,R,RA,P,14
2016,Belarus,BLR,Canada,CAN,G,N,FI,P,5
2016,Belarus,BLR,Czechia,CZE,G,N,FI,P,8
2016,Belarus,BLR,Czechia,CZE,G,R,RA,P,5
2016,Belarus,BLR,Denmark,DNK,G,A,AR,P,16
2016,Belarus,BLR,Denmark,DNK,G,N,FI,P,41
2016,Belarus,BLR,Finland,FIN,G,N,FI,P,45
2016,Belarus,BLR,France,FRA,G,A,AR,P,18
2016,Belarus,BLR,France,FRA,G,N,FI,P,30
2016,Belarus,BLR,France,FRA,G,A,RA,P,13
2016,Belarus,BLR,France,FRA,G,R,RA,P,12
2016,Belarus,BLR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,N,FI,P,20
2016,Belarus,BLR,Germany,DEU,G,N,NA,P,274
2016,Belarus,BLR,Germany,DEU,G,R,RA,P,19
2016,Belarus,BLR,Iceland,ISL,G,N,FI,P,6
2016,Belarus,BLR,Indonesia,IDN,U,N,FI,P,5
2016,Belarus,BLR,Italy,ITA,G,N,FI,P,11
2016,Belarus,BLR,Liechtenstein,LIE,G,N,FI,P,5
2016,Belarus,BLR,Lithuania,LTU,G,N,FI,P,12
2016,Belarus,BLR,Luxembourg,LUX,G,A,AR,P,9
2016,Belarus,BLR,Luxembourg,LUX,G,N,FI,P,14
2016,Belarus,BLR,Luxembourg,LUX,G,J,JR,P,5
2016,Belarus,BLR,Latvia,LVA,G,N,FI,P,5
2016,Belarus,BLR,Netherlands,NLD,G,N,FI,P,21
2016,Belarus,BLR,Netherlands,NLD,G,R,RA,P,5
2016,Belarus,BLR,Norway,NOR,G,A,AR,P,6
2016,Belarus,BLR,Norway,NOR,G,N,FI,P,5
2016,Belarus,BLR,Norway,NOR,G,R,RA,P,5
2016,Belarus,BLR,Poland,POL,G,A,AR,P,8
2016,Belarus,BLR,Poland,POL,G,N,FI,P,35
2016,Belarus,BLR,Portugal,PRT,G,N,FI,P,5
2016,Belarus,BLR,"Russian Federation",RUS,G,N,FI,P,16
2016,Belarus,BLR,"Russian Federation",RUS,G,N,TA,P,18
2016,Belarus,BLR,Spain,ESP,G,N,FI,P,15
2016,Belarus,BLR,Sweden,SWE,G,A,AR,P,124
2016,Belarus,BLR,Sweden,SWE,G,N,FI,P,135
2016,Belarus,BLR,Sweden,SWE,G,R,RA,P,62
2016,Belarus,BLR,Switzerland,CHE,G,N,FI,P,51
2016,Belarus,BLR,Switzerland,CHE,G,R,FI,P,14
2016,Belarus,BLR,Ukraine,UKR,G,N,FI,P,7
2016,Belarus,BLR,Ukraine,UKR,G,J,JR,P,8
2016,Belarus,BLR,"United States of America",USA,G,N,EO,P,15
2016,Belarus,BLR,"United States of America",USA,G,N,IN,C,506
2016,"Bolivia (Plurinational State of)",BOL,Brazil,BRA,G,N,FI,P,15
2016,"Bolivia (Plurinational State of)",BOL,Canada,CAN,G,N,FI,P,5
2016,"Bolivia (Plurinational State of)",BOL,"United Kingdom of Great Britain and Northern Ireland",GBR,G,N,FI,P,7
2016,"Bolivia (Plurinational State of)",BOL,Ireland,IRL,G,N,FI,P,6
2016,"Bolivia (Plurinational State of)",BOL,Italy,ITA,G,N,FI,P,6
2016,"Bolivia (Plurinational State of)",BOL,Peru,PER,G,N,FI,P,5
2016,"Bolivia (Plurinational State of)",BOL,Spain,ESP,G,N,FI,P,8
2016,"Bolivia (Plurinational State of)",BOL,Sweden,SWE,G,A,AR,P,25
2016,"Bolivia (Plurinational State of)",BOL,Sweden,SWE,G,N,FI,P,15
2016,"Bolivia (Plurinational State of)",BOL,Sweden,SWE,G,R,RA,P,9
2016,"Bolivia (Plurinational State of)",BOL,"United States of America",USA,G,N,EO,P,45
2016,"Bolivia (Plurinational State of)",BOL,"United States of America",USA,G,N,IN,C,55
2016,Botswana,BWA,Australia,AUS,G,N,FI,P,5
2016,Botswana,BWA,Canada,CAN,G,N,FI,P,6
2016,Botswana,BWA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,A,AR,C,5
2016,Botswana,BWA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,N,FI,P,15
2016,Botswana,BWA,Germany,DEU,G,N,NA,P,5
2016,Botswana,BWA,Ireland,IRL,G,A,AR,P,5
2016,Botswana,BWA,"South Africa",ZAF,G,N,FI,P,9
2016,Brazil,BRA,Argentina,ARG,G,N,FI,P,5
2016,Brazil,BRA,Australia,AUS,G,N,FI,P,27
2016,Brazil,BRA,Belgium,BEL,G,N,FI,P,6
2016,Brazil,BRA,Canada,CAN,G,N,FI,P,28
2016,Brazil,BRA,France,FRA,G,N,FI,P,9
2016,Brazil,BRA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,A,AR,C,5
2016,Brazil,BRA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,N,FI,P,39
2016,Brazil,BRA,Germany,DEU,G,N,NA,P,17
2016,Brazil,BRA,Greece,GRC,G,N,FI,P,5
2016,Brazil,BRA,Ireland,IRL,G,A,AR,P,17
2016,Brazil,BRA,Ireland,IRL,G,N,FI,P,32
2016,Brazil,BRA,Ireland,IRL,G,N,SP,P,5
2016,Brazil,BRA,Italy,ITA,G,N,FI,P,97
2016,Brazil,BRA,Mexico,MEX,G,N,FI,P,5
2016,Brazil,BRA,"New Zealand",NZL,G,N,FI,P,6
2016,Brazil,BRA,Portugal,PRT,G,N,FI,P,8
2016,Brazil,BRA,Spain,ESP,G,N,FI,P,25
2016,Brazil,BRA,Sweden,SWE,G,A,AR,P,13
2016,Brazil,BRA,Sweden,SWE,G,N,FI,P,11
2016,Brazil,BRA,Sweden,SWE,G,R,RA,P,5
2016,Brazil,BRA,Switzerland,CHE,G,N,FI,P,5
2016,Brazil,BRA,"United States of America",USA,G,N,EO,P,490
2016,Brazil,BRA,"United States of America",USA,G,N,IN,C,964
2016,"Brunei Darussalam",BRN,Australia,AUS,G,N,FI,P,5
2016,"Bosnia and Herzegovina",BIH,Australia,AUS,G,N,FI,P,9
2016,"Bosnia and Herzegovina",BIH,Austria,AUT,G,N,FA,P,46
2016,"Bosnia and Herzegovina",BIH,Belgium,BEL,G,N,FI,P,33
2016,"Bosnia and Herzegovina",BIH,Belgium,BEL,G,A,JR,C,7
2016,"Bosnia and Herzegovina",BIH,Belgium,BEL,G,R,RA,P,23
2016,"Bosnia and Herzegovina",BIH,Canada,CAN,G,N,FI,P,5
2016,"Bosnia and Herzegovina",BIH,Denmark,DNK,G,A,AR,P,5
2016,"Bosnia and Herzegovina",BIH,Denmark,DNK,G,N,FI,P,29
2016,"Bosnia and Herzegovina",BIH,Finland,FIN,G,N,FI,P,12
2016,"Bosnia and Herzegovina",BIH,France,FRA,G,A,AR,P,158
2016,"Bosnia and Herzegovina",BIH,France,FRA,G,N,FI,P,411
2016,"Bosnia and Herzegovina",BIH,France,FRA,G,A,RA,P,44
2016,"Bosnia and Herzegovina",BIH,France,FRA,G,R,RA,P,69
2016,"Bosnia and Herzegovina",BIH,Germany,DEU,G,N,NA,P,1914
2016,"Bosnia and Herzegovina",BIH,Germany,DEU,G,R,RA,P,1195
2016,"Bosnia and Herzegovina",BIH,Croatia,HRV,G,N,FI,P,5
2016,"Bosnia and Herzegovina",BIH,Italy,ITA,G,N,FI,P,129
2016,"Bosnia and Herzegovina",BIH,Luxembourg,LUX,G,A,AR,P,39
2016,"Bosnia and Herzegovina",BIH,Luxembourg,LUX,G,N,FI,P,59
2016,"Bosnia and Herzegovina",BIH,Luxembourg,LUX,G,J,JR,P,5
2016,"Bosnia and Herzegovina",BIH,Luxembourg,LUX,G,N,RA,P,23
2016,"Bosnia and Herzegovina",BIH,Netherlands,NLD,G,N,FI,P,299
2016,"Bosnia and Herzegovina",BIH,Norway,NOR,G,A,AR,P,6
2016,"Bosnia and Herzegovina",BIH,Norway,NOR,G,N,FI,P,6
2016,"Bosnia and Herzegovina",BIH,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,G,N,FI,P,5
2016,"Bosnia and Herzegovina",BIH,Slovenia,SVN,G,N,FI,P,5
2016,"Bosnia and Herzegovina",BIH,Sweden,SWE,G,A,AR,P,200
2016,"Bosnia and Herzegovina",BIH,Sweden,SWE,G,N,FI,P,154
2016,"Bosnia and Herzegovina",BIH,Sweden,SWE,G,R,RA,P,20
2016,"Bosnia and Herzegovina",BIH,Switzerland,CHE,G,N,FI,P,68
2016,"Bosnia and Herzegovina",BIH,Switzerland,CHE,G,R,FI,P,12
2016,"Bosnia and Herzegovina",BIH,"United States of America",USA,G,N,EO,P,18
2016,"Bosnia and Herzegovina",BIH,"United States of America",USA,G,N,IN,C,33
2016,Bulgaria,BGR,Australia,AUS,G,N,FI,P,5
